timestamp,daily_1,daily_2,daily_3,daily_4,daily_5,daily_6,daily_7,daily_8,daily_9,daily_10,daily_11,daily_12,daily_13,daily_14,daily_15,daily_16,daily_17,daily_18,daily_19,daily_20,anomaly,nb anomalies,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
2016-01-01T11:00,19.03,24.9,25.35,32.59,68.8,187.44,691.1,3466.55,689.52,12.11,39.8,45.03,48.05,52.96,91.54,396.85,915.45,4501.68,913.66,22.91,,,,,,
2016-01-01T12:00,21.12,25.15,27.8,31.71,71.03,207.21,712.73,3551.79,713.22,12.93,36.36,39.01,39.51,46.98,83.92,349.93,843.39,4265.84,846.32,20.19,,,,,,
2016-01-01T13:00,21.63,27.79,27.64,33.01,72.19,224.14,717.36,3614.42,722.43,13.64,31.06,37.3,35.59,43.49,80.7,300.35,796.34,3946.66,802.14,17.84,,,,,,
2016-01-01T14:00,22.02,28.41,27.65,34.95,72.17,216.01,718.61,3595.22,719.43,14.36,26.41,31.21,28.35,36.03,73.46,237.27,742.57,3685.78,751.09,16.64,,,,,,
2016-01-01T15:00,23.33,31.36,27.63,34.32,72.81,229.3,730.76,3661.46,734.27,15.9,18.94,27.45,23.69,33.15,68.98,195.17,693.05,3523.35,698.25,13.38,,,,,,
2016-01-01T16:00,24.13,32.65,27.1,35.13,73.66,239.7,739.14,3683.74,735.87,15.98,15.12,23.86,19.63,24.49,66.07,144.04,643.72,3239.51,639.59,10.85,,,,,,
2016-01-01T17:00,22.91,28.89,24.44,31.26,73.12,228.0,728.26,3629.7,732.59,14.31,9.48,16.26,12.05,18.36,58.57,96.61,612.82,2964.92,604.0,8.16,,,,,,
2016-01-01T18:00,22.14,29.15,23.4,30.37,71.95,220.1,717.75,3618.39,717.33,14.18,15.38,22.21,15.9,25.73,64.94,143.51,654.3,3198.98,665.25,10.51,,,,,,
2016-01-01T19:00,20.96,25.7,21.43,26.56,71.03,208.43,706.54,3567.85,709.59,13.32,19.8,24.79,22.61,26.82,70.64,188.79,699.76,3556.73,694.68,12.68,,,,,,
2016-01-01T20:00,18.97,22.59,20.62,22.42,68.92,192.59,688.27,3434.29,686.07,11.35,26.51,26.86,24.32,28.27,76.54,260.41,746.46,3733.2,755.03,14.69,,,,,,
2016-01-01T21:00,18.98,21.54,19.71,21.8,69.34,189.84,689.71,3466.66,687.43,10.53,29.87,30.77,29.96,31.32,78.88,300.88,796.34,4027.72,787.04,16.51,,,,,,
2016-01-01T22:00,17.93,20.93,17.2,20.4,67.8,179.33,681.23,3410.22,682.63,10.31,38.99,41.77,40.64,42.56,88.85,394.55,908.27,4568.32,903.51,20.66,,,,,,
2016-01-01T23:00,16.99,15.4,16.24,16.3,67.25,166.97,671.29,3346.64,669.17,7.51,45.87,44.08,45.79,42.36,95.53,456.18,952.3,4704.73,955.7,22.32,,,,,,
2016-01-02T00:00,16.23,11.71,15.2,10.65,66.19,161.67,657.38,3319.79,658.5,5.51,29.16,23.93,30.43,23.51,78.55,285.33,811.14,3925.08,787.07,13.16,,,,,,
2016-01-02T01:00,15.23,10.25,14.38,10.45,64.68,146.56,647.69,3251.39,653.36,5.88,32.1,28.22,29.36,27.04,81.85,321.21,821.68,4061.52,830.77,14.05,,,,,,
2016-01-02T02:00,14.68,12.51,12.71,8.61,65.3,146.08,648.92,3237.88,654.23,5.59,34.07,32.34,31.03,29.84,83.44,335.97,832.14,4252.79,837.9,16.19,,,,,,
2016-01-02T03:00,15.23,11.71,11.11,7.15,64.96,153.34,652.42,3253.98,654.22,5.61,34.54,34.17,31.48,29.69,86.49,362.12,868.78,4359.59,875.04,16.2,,,,,,
2016-01-02T04:00,14.99,11.99,12.42,10.14,65.22,152.76,647.83,3247.08,649.08,6.46,39.24,34.16,35.37,33.12,87.15,379.82,866.99,4336.07,866.75,17.69,,,,,,
2016-01-02T05:00,14.94,14.51,13.71,13.63,64.84,151.18,650.39,3263.71,646.08,6.76,38.9,39.98,40.65,37.06,89.44,401.44,890.22,4491.73,889.32,18.82,,,,,,
2016-01-02T06:00,16.13,15.56,17.26,16.87,65.87,158.08,657.05,3311.22,657.84,7.77,41.17,41.0,42.08,41.84,90.55,420.74,904.57,4555.1,908.85,21.02,,,,,,
2016-01-02T07:00,16.93,19.76,22.52,25.2,66.66,171.27,672.37,3356.84,666.83,9.55,44.41,45.61,48.46,52.11,93.46,454.29,934.24,4746.54,931.42,23.26,,,,,,
2016-01-02T08:00,18.16,22.69,24.4,28.83,68.32,179.71,678.22,3420.95,675.76,11.44,45.61,51.19,50.83,54.36,95.33,466.06,951.2,4820.27,973.19,25.15,,,,,,
2016-01-02T09:00,18.33,24.98,26.33,33.87,68.37,183.29,682.48,3411.84,675.82,12.34,43.42,52.25,52.13,59.86,94.32,429.87,931.6,4677.45,925.44,25.8,,,,,,
2016-01-02T10:00,18.95,26.35,26.56,33.89,69.32,192.39,694.24,3456.03,688.24,13.91,43.17,48.81,51.3,59.0,90.66,427.98,916.31,4585.96,908.19,24.59,,,,,,
2016-01-02T11:00,19.05,25.39,25.85,31.63,68.8,186.73,690.95,3455.96,686.11,11.99,40.96,47.05,47.8,53.58,91.16,389.17,892.91,4484.66,896.12,23.44,,,,,,
2016-01-02T12:00,21.02,26.61,26.25,31.85,71.41,212.74,708.51,3567.97,711.64,13.05,34.87,40.83,41.8,47.14,84.35,356.99,842.93,4250.59,836.84,20.04,,,,,,
2016-01-02T13:00,22.18,28.23,28.5,34.06,71.9,220.21,717.87,3590.6,719.62,13.7,31.32,37.3,36.87,42.16,81.34,289.83,790.65,3959.82,810.09,18.51,,,,,,
2016-01-02T14:00,22.22,28.37,27.21,33.26,72.05,222.75,721.23,3608.29,716.95,14.56,23.82,32.86,30.9,35.91,75.93,252.11,755.42,3686.29,759.79,15.5,,,,,,
2016-01-02T15:00,22.8,31.79,26.85,34.52,73.37,228.74,729.77,3659.59,730.23,15.77,19.11,26.88,23.56,30.31,69.32,208.56,702.11,3561.3,709.09,13.3,,,,,,
2016-01-02T16:00,24.4,31.93,26.81,34.06,73.81,243.0,739.0,3720.3,743.39,15.83,15.05,21.57,16.38,27.36,64.74,141.9,636.5,3297.08,639.01,11.03,,,,,,
2016-01-02T17:00,22.59,28.74,25.16,31.96,73.23,234.04,732.01,3670.07,733.28,14.09,10.86,16.63,12.5,18.89,60.74,93.27,605.86,2955.32,615.19,8.52,,,,,,
2016-01-02T18:00,22.17,29.36,23.89,30.92,72.37,222.21,718.32,3615.27,719.18,14.71,16.19,20.98,16.07,24.13,64.6,143.49,659.23,3310.48,665.46,11.24,,,,,,
2016-01-02T19:00,20.98,25.93,21.68,26.45,70.64,212.8,706.3,3570.44,708.71,13.18,19.66,25.35,19.82,25.25,70.53,210.06,711.44,3462.49,693.77,12.37,,,,,,
2016-01-02T20:00,19.33,22.9,20.6,22.99,69.41,188.67,686.38,3469.76,686.19,10.88,23.95,26.57,24.65,29.64,75.31,241.72,761.57,3709.21,746.49,13.79,,,,,,
2016-01-02T21:00,19.38,20.29,19.71,20.7,69.41,192.58,690.61,3444.11,687.03,10.98,30.37,32.83,31.61,31.18,79.17,290.64,789.59,3976.88,810.96,15.87,,,,,,
2016-01-02T22:00,18.08,19.09,18.11,21.04,67.88,179.64,681.3,3414.9,679.6,10.31,38.96,43.11,38.86,41.89,91.22,408.61,909.12,4528.89,887.58,21.44,,,,,,
2016-01-02T23:00,16.89,16.49,16.32,17.02,66.98,166.19,673.56,3364.27,666.74,8.46,45.58,43.28,44.25,43.64,94.5,458.38,947.72,4700.66,936.89,21.69,,,,,,
2016-01-03T00:00,15.92,10.48,15.74,11.19,65.82,162.42,658.94,3309.81,657.26,5.41,31.35,26.43,31.48,25.37,80.63,298.09,802.76,3934.82,806.04,12.18,,,,,,
2016-01-03T01:00,14.62,10.7,13.4,10.64,65.35,152.69,649.78,3231.36,645.79,5.7,30.56,28.36,30.03,28.13,81.96,324.5,822.79,4161.57,814.95,14.47,,,,,,
2016-01-03T02:00,14.65,12.57,13.21,10.33,65.04,148.82,651.1,3252.31,650.1,5.76,35.07,31.13,31.63,27.73,84.26,324.84,831.31,4158.61,850.68,15.44,,,,,,
2016-01-03T03:00,15.18,11.73,10.39,7.6,64.76,146.47,651.11,3228.42,647.19,6.28,34.6,32.18,32.9,30.15,84.53,375.03,846.21,4268.56,867.35,15.79,,,,,,
2016-01-03T04:00,15.24,12.49,11.87,8.99,65.2,146.52,650.55,3253.94,649.85,5.91,37.37,35.61,35.29,32.47,88.77,383.81,891.76,4332.83,878.8,17.42,,,,,,
2016-01-03T05:00,14.87,13.53,13.67,12.72,65.34,151.53,647.38,3252.22,650.87,6.83,41.41,38.26,39.86,37.11,88.86,394.64,911.26,4560.21,893.76,19.35,,,,,,
2016-01-03T06:00,15.81,16.8,17.27,17.51,66.27,163.45,659.53,3295.72,655.94,7.68,43.42,42.33,43.96,42.36,91.65,405.6,915.88,4540.22,921.02,21.22,,,,,,
2016-01-03T07:00,16.77,20.98,21.62,26.03,67.14,169.22,667.81,3354.69,670.76,9.98,44.77,46.18,50.33,53.47,92.54,426.13,948.61,4698.26,934.74,23.89,,,,,,
2016-01-03T08:00,17.63,21.0,23.27,26.76,68.34,176.49,676.13,3394.37,678.17,11.4,46.0,49.84,52.74,55.84,97.17,456.01,949.58,4739.2,963.46,24.51,,,,,,
2016-01-03T09:00,17.58,25.36,26.19,33.55,67.95,180.97,683.69,3400.28,681.25,12.2,43.57,52.43,50.72,59.24,95.16,439.98,939.47,4629.59,948.19,26.21,,,,,,
2016-01-03T10:00,19.16,27.65,26.42,35.5,68.78,189.33,690.2,3469.77,692.0,13.68,42.73,50.82,49.15,59.15,93.48,423.58,913.07,4608.33,916.46,24.77,,,,,,
2016-01-03T11:00,19.16,24.29,25.26,32.13,69.21,190.27,688.54,3438.31,693.31,12.08,38.63,45.12,46.77,53.7,89.26,394.2,907.93,4508.27,914.25,23.34,,,,,,
2016-01-03T12:00,20.79,24.98,27.15,32.19,71.29,206.15,706.92,3554.98,713.17,12.57,34.93,39.04,39.78,45.83,84.57,364.85,836.24,4253.02,845.38,19.44,,,,,,
2016-01-03T13:00,22.15,28.07,27.56,33.74,71.75,220.38,722.0,3603.02,717.44,14.49,28.93,35.48,35.39,40.9,79.8,291.54,807.34,4009.53,808.49,17.82,,,,,,
2016-01-03T14:00,22.12,29.26,27.07,34.48,72.16,218.99,721.78,3602.16,722.24,14.86,24.92,30.79,30.87,36.46,74.97,244.49,761.82,3797.3,741.92,16.35,,,,,,
2016-01-03T15:00,23.11,31.15,27.79,35.87,73.25,230.92,729.32,3650.48,729.17,15.35,18.61,27.77,22.78,31.33,71.28,201.35,693.8,3548.51,700.67,13.9,,,,,,
2016-01-03T16:00,24.4,31.79,26.33,35.94,73.73,243.45,740.03,3685.34,740.35,15.5,16.02,23.18,17.95,27.09,64.1,157.98,649.39,3318.5,658.07,10.85,,,,,,
2016-01-03T17:00,22.94,29.16,24.8,31.71,73.38,227.65,726.77,3637.03,730.88,14.46,10.13,16.79,12.07,19.31,60.04,95.54,593.68,3060.1,613.05,8.17,,,,,,
2016-01-03T18:00,21.8,29.79,23.62,31.66,71.87,220.35,724.18,3610.93,723.14,14.64,14.06,21.77,15.77,24.56,64.27,134.61,658.44,3247.95,657.59,10.3,,,,,,
2016-01-03T19:00,21.31,25.55,21.48,28.11,70.77,208.75,710.27,3552.62,708.28,13.15,19.9,25.0,19.9,26.21,68.66,196.12,704.54,3541.64,691.44,13.1,,,,,,
2016-01-03T20:00,19.15,21.15,20.45,22.74,68.86,192.13,691.38,3433.6,688.45,10.75,26.18,28.27,24.98,30.49,74.06,255.19,745.14,3765.38,761.43,14.22,,,,,,
2016-01-03T21:00,18.63,21.16,18.39,21.43,68.95,189.9,689.38,3446.77,693.07,10.31,28.57,31.99,31.38,30.54,81.47,291.07,806.93,4019.11,813.34,16.29,,,,,,
2016-01-03T22:00,17.59,20.87,17.82,20.72,68.35,179.26,675.97,3403.64,682.18,9.98,40.2,40.87,40.38,43.41,89.5,411.94,893.23,4561.54,909.52,21.18,,,,,,
2016-01-03T23:00,17.12,16.39,17.1,16.01,67.17,166.25,671.1,3352.66,673.65,8.01,46.46,44.5,45.4,43.84,94.85,459.52,953.68,4770.28,941.65,22.18,,,,,,
2016-01-04T00:00,16.35,10.53,15.85,10.6,66.3,157.12,663.56,3320.84,655.83,5.97,29.87,23.89,30.82,24.1,79.87,301.51,791.67,3926.03,788.31,12.05,,,,,,
2016-01-04T01:00,14.57,11.68,13.36,8.74,64.78,146.97,646.36,3263.7,651.68,5.95,31.86,28.5,29.49,26.76,81.52,313.17,805.02,4063.56,821.7,14.45,,,,,,
2016-01-04T02:00,14.78,11.51,13.47,8.62,64.62,147.39,646.7,3269.64,653.66,5.9,34.91,29.77,33.6,30.21,84.11,328.02,839.75,4244.33,849.28,15.22,,,,,,
2016-01-04T03:00,15.32,12.4,11.63,6.93,65.43,152.68,646.21,3231.06,647.48,6.03,37.3,31.61,32.27,30.16,85.46,371.48,874.47,4364.36,872.0,16.99,,,,,,
2016-01-04T04:00,15.31,11.31,11.86,10.11,64.82,152.56,648.94,3242.04,649.91,5.87,38.4,35.97,33.36,32.48,89.44,375.23,879.85,4333.59,867.64,17.07,,,,,,
2016-01-04T05:00,14.97,14.83,13.61,13.67,65.15,152.71,646.45,3241.96,650.22,7.22,39.84,38.92,37.32,37.89,88.85,388.4,909.01,4521.94,897.88,19.58,,,,,,
2016-01-04T06:00,15.6,16.63,16.23,17.09,66.14,163.64,656.91,3295.21,659.85,7.51,41.88,43.23,42.27,41.54,92.59,409.47,920.95,4559.24,925.1,20.54,,,,,,
2016-01-04T07:00,16.67,19.71,22.56,25.83,66.93,173.21,671.08,3363.04,670.6,10.34,43.38,47.98,47.91,50.33,94.62,441.66,945.18,4740.07,933.2,23.01,,,,,,
2016-01-04T08:00,18.23,21.49,23.18,28.2,67.86,181.01,683.7,3390.89,680.97,10.66,46.69,49.31,51.38,56.04,94.77,461.49,971.01,4812.74,962.0,25.23,,,,,,
2016-01-04T09:00,18.1,24.5,26.15,32.74,67.85,177.98,678.82,3400.95,683.32,12.59,43.62,50.58,52.19,58.62,92.94,445.78,936.69,4655.93,926.52,26.01,,,,,,
2016-01-04T10:00,18.78,26.58,27.45,35.53,69.29,187.45,691.23,3450.25,692.95,13.47,41.47,49.01,50.02,59.64,91.24,405.49,923.23,4661.47,916.89,25.07,,,,,,
2016-01-04T11:00,18.92,24.32,26.59,33.0,68.89,188.01,689.47,3463.84,691.35,12.2,39.89,44.62,48.1,53.07,89.24,392.63,901.65,4483.75,893.74,22.77,,,,,,
2016-01-04T12:00,20.72,26.59,27.27,32.41,71.37,208.0,707.28,3532.34,713.72,13.39,35.52,40.08,39.85,47.29,85.51,362.11,857.08,4185.74,861.47,19.52,,,,,,
2016-01-04T13:00,21.75,27.89,28.36,34.66,72.31,216.27,715.83,3606.91,719.92,14.46,30.25,36.97,37.29,42.61,78.96,310.9,792.97,4039.39,793.91,17.75,,,,,,
2016-01-04T14:00,22.28,29.33,26.51,32.87,71.58,224.29,723.64,3604.85,719.89,14.79,24.82,33.16,30.9,36.96,73.69,235.07,735.34,3733.53,749.94,15.95,,,,,,
2016-01-04T15:00,22.74,30.95,26.85,35.02,73.17,232.41,733.83,3633.55,728.91,15.98,20.32,27.13,24.93,32.78,69.35,191.37,689.92,3478.86,715.45,14.04,,,,,,
2016-01-04T16:00,24.26,32.06,27.36,35.92,73.98,240.63,743.53,3708.19,738.41,15.64,16.19,23.84,17.02,26.14,63.49,159.5,645.75,3231.88,653.87,12.15,,,,,,
2016-01-04T17:00,22.94,29.05,24.75,30.78,73.29,228.62,730.35,3631.24,727.46,14.97,8.94,17.03,13.06,17.18,60.02,93.78,602.77,3065.54,603.32,8.28,,,,,,
2016-01-04T18:00,22.34,29.89,24.77,31.4,71.8,218.66,719.01,3601.91,717.26,14.61,15.9,20.87,16.96,24.65,65.63,152.82,652.78,3269.77,638.01,10.79,,,,,,
2016-01-04T19:00,20.71,26.74,21.84,27.94,71.15,208.33,707.34,3544.14,712.87,12.9,18.54,24.3,20.62,27.51,71.16,193.85,702.25,3456.63,700.22,13.21,,,,,,
2016-01-04T20:00,19.43,22.4,20.05,24.27,69.15,189.1,687.16,3434.01,686.98,11.32,24.18,28.95,24.63,27.44,76.32,261.03,765.51,3716.57,761.83,13.53,,,,,,
2016-01-04T21:00,18.82,20.74,18.21,20.62,68.9,194.07,693.43,3441.02,691.77,10.97,29.89,33.45,29.22,30.67,80.63,290.23,806.48,4053.52,795.56,16.17,,,,,,
2016-01-04T22:00,17.88,20.93,17.57,19.15,67.92,177.34,677.45,3411.95,680.42,9.53,41.18,42.23,39.89,42.39,91.33,386.95,900.72,4555.08,890.4,20.55,,,,,,
2016-01-04T23:00,16.58,15.97,16.22,15.38,67.32,167.23,665.99,3357.85,665.68,7.72,45.38,44.15,44.28,43.73,93.63,464.33,963.71,4707.85,960.7,21.32,,,,,,
2016-01-05T00:00,15.86,11.4,15.94,9.92,65.86,161.5,656.54,3299.97,656.38,5.1,31.37,24.2,29.91,26.39,80.01,287.33,805.92,4028.08,788.54,11.97,,,,,,
2016-01-05T01:00,15.36,10.47,13.87,10.63,64.89,146.77,647.78,3230.56,647.34,5.41,33.43,29.07,30.93,27.01,80.85,305.57,833.87,4112.82,808.19,14.43,,,,,,
2016-01-05T02:00,14.79,11.51,12.6,11.0,64.64,152.19,650.68,3263.07,647.57,6.24,32.86,31.08,32.35,28.03,85.13,353.61,849.89,4276.81,839.19,15.34,,,,,,
2016-01-05T03:00,15.38,11.1,11.11,7.36,64.63,147.93,648.91,3269.59,646.53,5.49,36.25,33.78,32.66,29.05,86.09,367.76,865.04,4252.5,847.99,16.06,,,,,,
2016-01-05T04:00,14.9,11.34,12.66,10.37,64.98,147.73,653.03,3237.83,646.48,5.68,39.13,34.88,33.47,32.8,89.0,374.55,871.86,4331.5,892.67,17.28,,,,,,
2016-01-05T05:00,15.24,13.31,14.82,13.44,64.96,152.41,653.46,3229.06,651.88,7.27,38.58,38.28,39.83,37.72,89.4,396.48,908.82,4533.16,910.7,19.57,,,,,,
2016-01-05T06:00,15.63,16.52,17.27,17.52,65.71,156.29,663.43,3317.55,661.33,7.64,43.3,42.17,41.66,42.33,93.14,413.33,917.88,4553.47,921.45,20.65,,,,,,
2016-01-05T07:00,16.66,20.88,22.39,25.45,67.23,167.28,674.09,3354.81,669.38,10.33,42.63,47.93,50.16,53.66,95.0,433.48,932.74,4705.53,935.35,23.81,,,,,,
2016-01-05T08:00,18.09,22.08,23.2,26.7,67.98,175.79,677.2,3418.98,676.71,10.94,47.33,49.12,52.19,56.93,97.17,453.39,962.82,4798.04,963.04,25.49,,,,,,
2016-01-05T09:00,17.95,25.03,26.2,32.83,68.12,182.49,676.45,3416.08,682.5,12.35,43.67,50.97,53.21,60.62,93.92,453.23,947.89,4736.81,943.19,26.05,,,,,,
2016-01-05T10:00,19.22,26.61,26.97,35.5,69.4,192.07,685.97,3443.9,694.02,13.68,41.78,50.73,50.18,59.58,91.17,413.21,933.29,4606.26,929.43,24.55,,,,,,
2016-01-05T11:00,18.95,25.83,26.3,32.32,69.22,193.37,693.77,3467.9,687.72,12.37,39.08,46.55,45.54,54.36,89.48,400.46,904.21,4488.19,891.22,23.7,,,,,,
2016-01-05T12:00,21.16,25.05,27.39,32.92,70.78,208.25,705.81,3541.38,706.54,12.66,33.53,38.77,42.66,44.86,85.14,357.51,862.71,4291.8,841.16,19.86,,,,,,
2016-01-05T13:00,22.23,28.74,28.32,33.41,71.89,219.75,718.78,3597.82,719.72,13.89,28.87,35.76,36.01,43.11,79.85,294.41,789.15,4012.07,804.91,17.43,,,,,,
2016-01-05T14:00,22.33,29.22,27.5,32.78,72.33,224.25,719.18,3617.35,722.06,14.2,26.19,32.08,30.2,38.12,75.03,238.25,764.55,3786.02,763.12,16.13,,,,,,
2016-01-05T15:00,22.92,32.0,26.95,35.83,72.98,232.46,731.71,3640.09,731.74,15.25,18.73,28.13,22.99,30.37,70.18,206.44,702.49,3467.32,696.74,13.87,,,,,,
2016-01-05T16:00,24.19,32.43,26.91,36.43,73.77,236.69,742.5,3690.39,738.65,16.48,13.84,22.49,17.44,27.21,63.73,143.47,637.06,3175.1,654.13,10.78,,,,,,
2016-01-05T17:00,22.66,29.13,24.21,30.6,72.81,228.3,732.41,3656.89,726.86,14.31,9.34,14.6,11.19,19.57,60.13,93.81,608.42,3045.22,606.83,8.61,,,,,,
2016-01-05T18:00,22.15,29.05,23.96,31.53,71.75,215.7,723.28,3579.26,717.06,14.11,14.66,21.45,17.28,24.15,64.09,158.54,654.89,3180.71,639.62,11.32,,,,,,
2016-01-05T19:00,20.84,25.74,21.3,28.2,70.62,209.41,713.98,3551.01,714.25,13.28,21.47,24.84,20.53,25.39,70.05,198.14,698.19,3476.62,707.73,12.51,,,,,,
2016-01-05T20:00,18.82,22.86,20.28,23.39,68.57,189.7,690.93,3449.68,686.27,10.93,26.17,26.8,27.4,29.5,75.62,245.47,756.8,3692.02,756.7,13.28,,,,,,
2016-01-05T21:00,19.28,21.02,18.71,22.27,69.33,193.21,691.54,3449.79,693.26,10.49,28.94,33.13,30.52,32.29,80.17,300.45,809.39,3922.68,795.76,16.37,,,,,,
2016-01-05T22:00,17.91,18.98,17.99,21.3,68.39,181.53,677.35,3397.47,682.48,10.43,39.09,41.56,41.28,43.61,89.88,392.02,913.05,4483.89,895.43,21.46,,,,,,
2016-01-05T23:00,16.59,16.71,17.06,14.84,66.91,166.82,670.78,3337.05,669.96,8.15,45.91,44.42,43.9,44.11,93.86,456.65,937.7,4731.91,962.31,22.08,,,,,,
2016-01-06T00:00,15.83,11.02,15.71,11.78,65.61,161.2,663.75,3291.31,656.34,5.31,29.84,24.32,31.08,26.15,80.13,307.66,794.83,4047.57,798.26,12.62,,,,,,
2016-01-06T01:00,15.0,10.93,14.46,9.8,64.9,152.57,651.57,3254.91,654.08,5.07,32.73,29.39,32.34,28.34,81.59,314.2,832.99,4073.7,827.73,14.68,,,,,,
2016-01-06T02:00,15.14,11.41,13.49,8.76,64.92,148.6,646.48,3251.54,647.69,5.6,34.5,31.91,33.11,30.41,84.31,343.95,850.04,4194.54,833.51,15.3,,,,,,
2016-01-06T03:00,14.92,11.09,10.34,9.33,64.86,148.01,646.03,3253.7,654.15,6.41,35.56,34.2,33.63,28.34,85.59,364.7,848.1,4290.71,874.43,16.44,,,,,,
2016-01-06T04:00,15.36,11.39,11.93,8.18,65.29,148.9,652.68,3270.75,650.74,5.95,39.24,35.27,34.31,32.36,89.31,376.14,867.53,4397.37,879.05,17.87,,,,,,
2016-01-06T05:00,14.91,14.58,13.4,11.71,65.39,147.35,649.36,3237.22,648.29,6.9,41.34,37.95,39.16,37.8,90.86,384.5,911.7,4542.8,884.8,20.21,,,,,,
2016-01-06T06:00,15.66,16.75,17.38,17.03,65.62,161.23,664.25,3283.18,662.02,8.32,40.72,41.71,43.98,41.74,92.52,425.81,934.16,4525.62,913.13,21.57,,,,,,
2016-01-06T07:00,17.12,20.58,21.81,24.6,66.63,167.63,671.77,3363.24,672.4,9.69,43.81,47.97,50.08,53.29,92.62,446.93,949.16,4724.95,929.76,23.89,,,,,,
2016-01-06T08:00,18.3,22.6,24.12,26.95,68.33,176.95,678.42,3399.83,677.42,10.71,45.11,50.29,51.79,57.68,96.51,450.06,971.6,4769.81,965.38,24.38,,,,,,
2016-01-06T09:00,18.4,25.05,25.29,31.58,68.17,178.74,681.52,3416.52,678.68,12.62,45.22,49.87,53.25,59.75,92.66,427.68,944.32,4690.25,954.95,26.19,,,,,,
2016-01-06T10:00,18.62,26.81,27.09,36.34,68.81,193.53,694.22,3465.87,689.34,13.63,41.89,48.7,50.52,58.07,90.48,412.03,933.18,4660.95,929.76,25.18,,,,,,
2016-01-06T11:00,19.16,25.5,26.41,30.98,69.05,189.33,687.06,3454.76,691.6,12.0,39.18,46.22,46.91,54.55,88.62,393.82,915.0,4553.08,911.91,23.32,,,,,,
2016-01-06T12:00,20.99,26.15,27.29,33.34,71.27,210.46,707.39,3566.51,707.7,13.26,36.05,39.61,40.56,46.3,84.07,348.1,845.14,4248.05,841.54,20.0,,,,,,
2016-01-06T13:00,21.6,28.53,28.46,33.85,72.2,222.66,720.06,3619.98,723.12,13.65,30.11,35.42,36.69,41.89,78.78,310.24,786.31,4013.95,805.95,18.66,,,,,,
2016-01-06T14:00,22.14,29.89,26.96,32.69,72.06,216.57,719.69,3607.41,716.88,14.18,26.18,30.6,28.65,35.35,74.99,250.99,739.3,3752.1,739.35,16.16,,,,,,
2016-01-06T15:00,23.25,31.87,27.14,33.97,73.26,226.83,726.26,3647.25,730.11,15.83,20.01,27.98,24.98,33.02,70.7,209.03,686.64,3435.38,688.57,13.46,,,,,,
2016-01-06T16:00,24.2,32.19,27.79,34.96,73.94,236.32,742.37,3708.1,737.4,15.71,15.02,23.22,18.12,24.92,63.95,135.79,646.37,3249.71,661.21,11.62,,,,,,
2016-01-06T17:00,22.77,29.57,24.74,30.19,73.02,226.82,733.41,3649.23,727.36,14.12,9.68,16.8,13.57,19.19,58.89,96.19,587.23,3073.84,592.27,7.86,,,,,,
